;genre;filename;year;number;score;sentence1;sentence2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
737;main-forums;answer-answer;2016;662;5;['can', 'you', 'do', 'this'];['can', 'you', 'do', 'it'];0.849044514;;;;0.75;0.5
738;main-forums;answer-answer;2016;664;3;"['sure', 'i', ""'ve"", 'done', 'this', 'very', 'trip']";"['i', ""'ve"", 'done', 'this', 'many', 'dozens', 'of', 'times']";0.558687657;;;;0.533333333;0.266666667
739;main-forums;answer-answer;2016;666;3;['you', 'can', 'use', 'it', 'too'];['you', 'can', 'do', 'it', 'too'];0.891891892;1;1;;0.8;0.6
740;main-forums;answer-answer;2016;675;5;['how', 'do', 'you', 'do', 'that'];['how', 'to', 'do', 'that'];1;;;;0.888888889;0.444444444
741;main-forums;answer-answer;2016;678;3;"['i', ""'ve"", 'located', 'an', 'article', 'that', 'might', 'be', 'of', 'some', 'help', ':', 'http', ':', '//wwwdsattorneycom/qa-pseudonyms-in-contracts/']";['i', 'found', 'some', 'link', 'that', 'might', 'be', 'of', 'help', 'to', 'you', ':'];0.811830992;0.646055328;0.647499141;;0.666666667;0.37037037
742;main-forums;answer-answer;2016;682;2;"['i', 'would', 'say', 'you', 'can', 'do', 'it', 'but', 'it', 'would', ""n't"", 'be', 'advised']";"['i', 'would', 'say', 'it', 'is', 'impossible', 'to', 'know', 'so', 'do', ""n't"", 'risk', 'it']";0.775763376;0.503116317;0.5;;0.615384615;0.615384615
743;main-forums;answer-answer;2016;683;1;['unfortunately', 'the', 'answer', 'to', 'your', 'question', 'is', 'we', 'simply', 'do', 'not', 'know'];['the', 'answer', 'to', 'your', 'question', 'is', 'not', 'really'];0.762770071;0.300174297;0.577350269;;0.7;0.5
744;main-forums;answer-answer;2016;684;1;"['if', 'you', 'are', 'not', 'sure', 'how', 'to', 'do', 'it', 'do', ""n't"", 'do', 'it', 'at', 'all']";"['you', 'do', ""n't"", 'it', 'will', 'not', 'work']";0.705050385;0.750861019;0.857716097;;0.727272727;0.545454545
745;main-forums;answer-answer;2016;694;5;"['it', ""'s"", 'also', 'a', 'matter', 'of', 'taste']";"['it', ""'s"", 'definitely', 'just', 'a', 'matter', 'of', 'preference']";0.77151675;0.601854376;0.676013408;;0.666666667;0.533333333
746;main-forums;answer-answer;2016;695;1;"['it', ""'s"", 'not', 'a', 'good', 'idea']";"['it', ""'s"", 'a', 'good', 'idea', 'to', 'do', 'both']";0.782508045;0.962905444;0.866025404;;0.714285714;0.571428571
747;main-forums;answer-answer;2016;704;2;['this', 'answer', 'is', 'based', 'on', 'my', 'experience', 'teaching', 'undergraduate', 'math', 'in', 'the', 'us'];['this', 'answer', 'is', 'based', 'on', 'experience', 'i', 'did', 'not', 'researched', 'for', 'references'];0.729818661;0.252389541;0.416469138;;0.48;0.48
748;main-forums;answer-answer;2016;705;4;['there', 'are', 'a', 'few', 'things', 'i', 'think', 'you', 'should', 'do'];['there', 'are', 'quite', 'a', 'few', 'things', 'you', 'would', 'need', 'to', 'do'];0.870153008;0.743133908;0.816496581;;0.666666667;0.571428571
749;main-forums;answer-answer;2016;713;0;['you', 'will', 'want', 'to', 'clean', 'the', 'area', 'first'];['you', 'will', 'also', 'want', 'to', 'remove', 'the', 'seeds'];0.683519861;0;0;0;0.625;0.25
750;main-forums;answer-answer;2016;718;2;['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'have', 'in', 'your', 'tank'];['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'achieve'];0.810501643;0.694696713;0.816496581;;0.736842105;0.421052632
751;main-forums;answer-answer;2016;721;1;['there', 'are', 'a', 'couple', 'of', 'options', 'that', 'you', 'could', 'consider', ':'];['there', 'are', 'a', 'lot', 'of', 'ways', 'that', 'could', 'go', 'poorly', 'for', 'you'];0.705365459;0.785110418;0.848029374;;0.608695652;0.260869565
752;main-forums;answer-answer;2016;723;3;"['you', 'do', ""n't"", 'have', 'to', 'worry']";"['since', 'you', 'have', 'one', 'ticket', 'you', 'do', ""n't"", 'have', 'to', 'worry']";0.836094983;;;;0.705882353;0.470588235
753;main-forums;answer-answer;2016;736;1;['vietnamese', 'citizens', 'need', 'a', 'visa', 'to', 'visit', 'the', 'usa'];['nepalese', 'citizens', 'require', 'a', 'visa', 'to', 'visit', 'the', 'uk'];0.86695747;0.767036835;0.816968778;;0.666666667;0.555555556
754;main-forums;answer-answer;2016;737;1;"['it', 'depends', 'on', 'how', 'it', ""'s"", 'used']";"['it', 'depends', 'on', 'how', 'long', 'it', ""'s"", 'been', 'out']";0.849466122;0.981799585;0.982373167;;0.75;0.75
755;main-forums;answer-answer;2016;742;5;"['i', 'do', ""n't"", 'see', 'why', 'there', 'should', 'be', 'any', 'problem', 'with', 'this', 'whatsoever']";"['i', 'do', ""n't"", 'see', 'why', 'this', 'could', 'be', 'a', 'problem']";0.809753364;0.994507756;0.957157621;;0.695652174;0.52173913
756;main-forums;answer-answer;2016;743;5;"['there', ""'s"", 'not', 'a', 'lot', 'you', 'can', 'do', 'about', 'that']";['i', 'really', 'do', 'not', 'think', 'there', 'is', 'much', 'you', 'can', 'do', 'about', 'that'];0.802433838;0.18724507;0.40824829;;0.608695652;0.52173913
757;main-forums;answer-answer;2016;745;5;['you', 'got', 'it', 'right'];['yes', 'you', 'got', 'it'];0.785003136;0.877826281;0.853534662;;0.75;0.5
758;main-forums;answer-answer;2016;749;0;['you', 'just', 'have', 'to', 'base', 'your', 'answer', 'on', 'what', 'you', 'do', 'know', 'which', 'is', 'what', 'you', 'want'];['remember', 'this', 'is', 'your', 'degree', 'we', 'are', 'talking', 'about', 'its', 'up', 'to', 'you', 'what', 'you', 'want', 'to', 'do'];0.68877116;0.251048085;0.5;;0.571428571;0.285714286
759;main-forums;answer-answer;2016;750;4;['how', 'do', 'you', 'do', 'that'];['how', 'should', 'you', 'do', 'that'];1;;;;1;0.4
760;main-forums;answer-answer;2016;761;4;['i', 'was', 'in', 'a', 'similar', 'situation'];['i', 'am', 'in', 'a', 'similar', 'situation'];1;1;1;;0.833333333;1
761;main-forums;answer-answer;2016;768;0;['what', 'is', 'your', 'lid', 'made', 'of'];['what', 'is', 'your', 'paper', 'for'];0.717840273;0.368948132;0.707106781;;0.545454545;0.181818182
762;main-forums;answer-answer;2016;770;0;"['you', 'do', ""n't"", 'need', 'any', 'visa']";"['you', 'do', ""n't"", 'need', 'sauce', 'at', 'all']";0.602687136;;;;0.615384615;0.307692308
763;main-forums;answer-answer;2016;778;2;"['that', 'is', 'your', 'problem', 'not', 'your', 'supervisor', ""'s""]";['work', 'with', 'your', 'supervisor', 'and', 'your', 'team', 'to', 'solve', 'the', 'problem'];0.711371039;0.737465504;0.577350269;;0.421052632;0.210526316
764;main-forums;answer-answer;2016;779;4;['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'do', 'next', 'and', 'where', 'you', 'want', 'to', 'do', 'it'];"['it', ""'s"", 'up', 'to', 'you', 'what', 'you', 'want', 'to', 'do', 'next']";0.815908623;0.561737374;0.707106781;;0.888888889;0.518518519
765;main-forums;answer-answer;2016;784;5;['there', 'are', 'two', 'things', 'to', 'consider', ':'];['a', 'couple', 'things', 'to', 'consider', ':'];0.767706128;0.995645341;0.947378277;;0.615384615;0.307692308
766;main-forums;answer-answer;2016;787;3;['it', 'depends', 'entirely', 'on', 'your', 'company', 'and', 'your', 'contract'];['it', 'depends', 'on', 'your', 'company'];0.860828462;0.722717261;0.816496581;;0.857142857;0.571428571
767;main-forums;answer-answer;2016;806;3;"['the', 'wood', 'probably', 'is', ""n't"", 'rotten', 'it', ""'s"", 'just', 'worn', 'out']";"['it', ""'s"", 'just', 'worn', 'out', 'and', 'not', 'safe']";0.664758996;0.318763658;0.379263745;;0.526315789;0.421052632
768;main-forums;answer-answer;2016;829;4;"['well', 'i', 'would', ""n't"", 'put', 'it', 'on', 'my', 'cv']";"['i', 'would', ""n't"", 'put', 'this', 'job', 'on', 'my', 'resume']";0.87035118;;;;0.666666667;0.444444444
769;main-forums;answer-answer;2016;831;1;['this', 'is', 'a', 'great', 'one'];['this', 'is', 'a', 'difficult', 'one'];0.770165077;0.574569631;0.816496581;;0.8;0.6
770;main-forums;answer-answer;2016;854;0;['the', 'answer', 'to', 'both', 'questions', 'is', ':', 'yes'];['to', 'directly', 'answer', 'the', 'two', 'questions', 'in', 'your', 'title'];0.533409286;0;0;0;0.470588235;0.235294118
771;main-forums;answer-answer;2016;855;2;['yes', 'there', 'is', 'a', 'reason', 'to', 'not', 'do', 'what', 'you', 'propose'];['valid', 'reasons', 'to', 'feel', 'the', 'way', 'you', 'do', 'but', 'not', 'a', 'reason', 'to', 'resign'];0.709174772;0.652141067;0.687530605;;0.48;0.4
772;main-forums;answer-answer;2016;861;2;['i', 'think', 'it', 'is', 'depends', 'on', 'the', 'program'];['it', 'depends', 'on', 'how', 'the', 'term', 'is', 'used', 'i', 'think'];0.898522233;1;1;;0.777777778;0.666666667
773;main-forums;answer-answer;2016;862;5;['can', 'you', 'do', 'this'];['so', 'can', 'you', 'do', 'this'];0.92717265;;;;0.888888889;0.444444444
774;main-forums;answer-answer;2016;868;4;"['i', 'think', 'there', 'is', ""n't"", 'a', 'general', 'answer']";"['i', 'do', ""n't"", 'think', 'there', 'is', 'an', 'answer', 'for', 'this']";0.874136603;0.964303057;0.96693725;;0.666666667;0.666666667
775;main-forums;answer-answer;2016;869;5;['there', 'are', 'a', 'few', 'things', 'you', 'can', 'do', ':'];['there', 'are', 'a', 'couple', 'things', 'you', 'can', 'try'];0.843223927;1;1;;0.705882353;0.588235294
776;main-forums;answer-answer;2016;871;1;['the', 'key', 'is', 'you', 'have', 'to', 'find', 'something', 'that', 'works', 'for', 'you', 'and', 'your', 'goals'];['you', 'may', 'want', 'it', 'but', 'the', 'process', 'given', 'to', 'you', 'is', 'what', 'you', 'have', 'to', 'work', 'within'];0.751486337;0.551776821;0.66600357;;0.375;0.3125
777;main-forums;answer-answer;2016;875;0;"['you', 'do', ""n't"", 'have', 'to', 'know']";"['you', 'do', ""n't"", 'have', 'equipments/facilities', 'to', 'do', 'research', 'in', 'b']";0.735465469;;;;0.625;0.375
778;main-forums;answer-answer;2016;877;2;"['i', 'think', 'you', ""'ve"", 'pretty', 'much', 'done', 'your', 'review']";"['you', ""'ve"", 'pretty', 'much', 'answered', 'your', 'own', 'question']";0.803941633;;;;0.588235294;0.352941176
779;main-forums;answer-answer;2016;879;0;['there', 'are', 'a', 'few', 'things', 'i', 'think', 'you', 'should', 'do'];"['there', 'are', 'a', 'few', 'things', 'i', 'do', ""n't"", 'understand', ':']";0.945205479;0.720348448;0.816496581;;0.7;0.7
780;main-forums;answer-answer;2016;882;2;['you', 'burn', 'more', 'calories', 'digesting', 'protein', 'than', 'you', 'do', 'carbohydrates', 'and', 'fat'];['the', 'more', 'you', 'sweat', 'the', 'faster', 'you', 'will', 'burn', 'calories', 'and', 'fat'];0.719543744;0.534304619;0.548160595;;0.583333333;0.333333333
781;main-forums;answer-answer;2016;887;1;['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'do', 'next', 'and', 'where', 'you', 'want', 'to', 'do', 'it'];['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'say/imply'];0.872502872;1;1;;0.916666667;0.5
782;main-forums;answer-answer;2016;889;5;['you', 'got', 'it', 'right'];"['you', ""'ve"", 'got', 'it', 'right']";1;1;1;;0.888888889;0.666666667
783;main-forums;answer-answer;2016;892;5;['you', 'answered', 'your', 'own', 'question'];['you', 'pretty', 'much', 'answered', 'your', 'own', 'question'];0.801637668;1;1;;0.833333333;0.5
784;main-forums;answer-answer;2016;901;3;['i', 'have', 'the', 'same', 'thing'];['i', 'had', 'the', 'same', 'problem', 'as', 'you'];0.838481627;0.710919894;0.6929546;0;0.5;0.5
785;main-forums;answer-answer;2016;908;0;['yes', 'there', 'is', 'a', 'chemical', 'difference'];['yes', 'there', 'is', 'a', 'reason', 'for', 'it'];0.772187172;0.808879535;0.896305718;;0.615384615;0.615384615
786;main-forums;answer-answer;2016;909;0;['they', 'can', 'be', 'out', 'of', 'level', 'by', 'a', 'bit', 'but', 'flat', 'is', 'important'];['yes', 'although', 'they', 'can', 'be', 'a', 'bit', 'sour'];0.689024949;0.526511339;0.521553354;;0.476190476;0.476190476
787;main-forums;answer-answer;2016;916;2;['i', 'would', 'look', 'at', 'this', ':', 'us'];['i', 'would', 'look', 'at', 'this', 'way', ':'];0.876820945;0.9474306;0.974863193;;0.857142857;0.428571429
788;main-forums;answer-answer;2016;921;5;['you', 'are', 'on', 'the', 'right', 'path'];"['you', ""'re"", 'on', 'the', 'right', 'path']";0.944911183;1;1;;0.833333333;0.5
789;main-forums;answer-answer;2016;925;1;"['if', 'you', 'have', ""n't"", 'you', 'should']";"['you', 'should', 'but', 'you', 'do', ""n't"", 'have', 'to']";0.730296743;;;;0.714285714;0.142857143
790;main-forums;answer-answer;2016;937;3;['yes', 'it', 'is', 'common'];['the', 'simple', 'answer', 'is', 'yes'];0.672841094;0.91720419;0.853534662;;0.444444444;0.444444444
791;main-forums;answer-answer;2016;945;3;"['i', 'do', ""n't"", 'think', 'that', 'there', ""'s"", 'any']";"['i', 'do', ""n't"", 'think', 'there', 'are', 'any', 'benefits']";0.92778564;;;;0.75;0.625
792;main-forums;answer-answer;2016;947;2;['it', 'looks', 'to', 'me', 'that', 'this', 'is', 'set', 'up', 'for', 'what', 'you', 'want', ':'];['it', 'is', 'up', 'to', 'you', 'whether', 'you', 'want', 'to', 'do', 'that'];0.930507124;0.556741431;0.816496581;;0.56;0.4
793;main-forums;answer-answer;2016;950;1;"['problem', 'is', 'the', 'system', 'does', ""n't"", 'account', 'for', 'people', 'who', 'could', 'care', 'less', 'about', 'money', 'or', 'title']";"['the', 'joker', 'does', ""n't"", 'care', 'about', 'money']";0.706920213;0.593230888;0.548074326;;0.5;0.333333333
794;main-forums;answer-answer;2016;955;1;"['in', 'the', 'first', 'case', 'i', 'think', 'you', 'do', ""n't"", 'need', 'it']";"['so', 'i', 'do', ""n't"", 'think', 'you', 'need', 'to', 'put', 'it', 'on', 'the', 'cover']";0.799491953;1;1;;0.666666667;0.416666667
795;main-forums;answer-answer;2016;961;2;['it', 'is', 'impossible', 'to', 'answer', 'this', 'question', 'without', 'a', 'form', 'check'];['it', 'is', 'difficult', 'if', 'not', 'impossible', 'to', 'give', 'a', 'complete', 'answer', 'to', 'this', 'question'];0.825120404;0.624505275;0.774596669;;0.64;0.48
796;main-forums;answer-answer;2016;965;2;['you', 'need', 'to', 'add', 'this', 'to', 'your', 'resume', 'because', 'it', 'is', 'the', 'only', 'position', 'you', 'have', 'had'];['this', 'gives', 'you', 'the', 'opportunity', 'to', 'make', 'your', 'case', 'that', 'you', 'really', 'do', 'have', 'expertise', 'in', 'xxx'];0.639161488;0.082360423;0.082157861;0;0.470588235;0.352941176
797;main-forums;answer-answer;2016;966;4;['work', 'into', 'it', 'slowly'];['you', 'work', 'on', 'it', 'slowly'];0.866025404;1;1;;0.666666667;0.666666667
798;main-forums;answer-answer;2016;975;0;['no', 'you', 'do', 'not', 'need', 'a', 'bread', 'machine'];['you', 'do', 'not', 'need', 'to', 'worry'];0.748836421;0.568130689;0.707106781;;0.571428571;0.428571429
799;main-forums;answer-answer;2016;976;1;['yes', 'it', 'is', 'possible', 'to', 'publish', 'a', 'paper', 'on', 'model', 'analysis'];['yes', 'it', 'is', 'hard', 'to', 'publish', 'in', 'a', 'peer', 'reviewed', 'journal'];0.682926829;0.805185417;0.899713054;;0.545454545;0.454545455
800;main-forums;answer-answer;2016;987;1;['you', 'just', 'have', 'to', 'base', 'your', 'answer', 'on', 'what', 'you', 'do', 'know', 'which', 'is', 'what', 'you', 'want'];"['so', 'if', 'that', ""'s"", 'what', 'you', 'need', 'you', 'really', 'do', 'have', 'to', 'be', 'explicit', 'about', 'it']";0.705062442;0;0;0;0.484848485;0.303030303
801;main-forums;answer-answer;2016;990;2;['yes', 'you', 'should', 'mention', 'your', 'experience'];['yes', 'you', 'should', 'make', 'a', 'résumé'];0.639710904;0.987043395;0.95480207;;0.5;0.166666667
802;main-forums;answer-answer;2016;998;2;['i', 'think', 'it', 'is', 'great', 'that', 'you', 'had', 'a', 'test', 'conducted'];"['i', 'think', 'that', ""'s"", 'a', 'great', 'plan']";0.840551521;0.318887237;0.498438743;;0.555555556;0.444444444
803;main-forums;answer-answer;2016;1012;0;"['you', 'do', ""n't"", 'have', 'to', 'know']";"['other', 'than', 'that', 'you', 'do', ""n't"", 'have', 'a', 'tax', 'issue']";0.715872023;;;;0.5;0.25
804;main-forums;answer-answer;2016;1013;1;['yes', 'there', 'is', 'a', 'rule', 'against', 'this'];"['there', ""'s"", 'no', 'rule', 'against', 'it']";0.617836538;0.199605488;0.19424519;0;0.461538462;0.307692308
805;main-forums;answer-answer;2016;1014;5;['what', 'are', 'your', 'goals'];['what', 'are', 'you', 'goals'];1;1;1;;0.75;0.5
806;main-forums;answer-answer;2016;1046;2;"['i', ""'m"", 'going', 'to', 'go', 'out', 'on', 'a', 'limb', 'here']";"['i', ""'m"", 'going', 'to', 'be', 'very', 'direct', 'here']";0.731489491;;;;0.555555556;0.444444444
807;main-forums;answer-answer;2016;1052;2;['if', 'your', 'long', 'stay', 'visa', 'for', 'switzerland', 'is', 'valid', 'then', 'you', 'will', 'not', 'need', 'a', 'transit', 'visa'];['you', 'do', 'not', 'need', 'a', 'transit', 'visa', 'but', 'to', 'enter', 'zurich', 'you', 'will', 'need', 'a', 'visa'];0.734984976;0.665445843;0.746448762;;0.484848485;0.666666667
808;main-forums;answer-answer;2016;1062;5;['a', 'few', 'more', 'point', 'to', 'think', 'about', ':'];['a', 'few', 'things', 'to', 'think', 'about', ':'];0.858853336;0.839477825;0.926218302;;0.8;0.533333333
809;main-forums;answer-answer;2016;1063;2;"['now', 'you', 'do', ""n't"", 'have', 'to', 'be', 'perfect', 'on', 'every', 'answer']";"['you', 'do', ""n't"", 'have', 'to', 'know']";0.705454162;;;;0.588235294;0.352941176
810;main-forums;answer-answer;2016;1065;5;"['i', ""'m"", 'afraid', 'we', 'are', 'out', 'of', 'luck', 'in', 'this', 'one']";['i', 'think', 'this', 'is', 'one', 'of', 'those', 'things', 'where', 'you', 'are', 'just', 'out', 'of', 'luck'];0.789243007;0.88659804;0.777399011;;0.538461538;0.615384615
811;main-forums;answer-answer;2016;1066;0;['it', 'is', 'more', 'deciding', 'what', 'you', 'should', 'do', 'and', 'what', 'you', 'should', 'get', 'others', 'to', 'do'];"['point', 'is', ':', 'know', 'what', 'you', 'want', 'and', 'do', ""n't"", 'be', 'afraid', 'to', 'ask', 'for', 'it']";0.763143215;0.934254266;0.980375699;;0.625;0.3125
812;main-forums;answer-answer;2016;1072;4;['it', 'varies', 'by', 'the', 'situation'];['this', 'varies', 'by', 'institution'];0.677117468;0.776171476;0.845822965;;0.444444444;0.444444444
813;main-forums;answer-answer;2016;1077;4;['i', 'have', 'the', 'same', 'thing'];['i', 'have', 'the', 'same', 'problem'];0.834596743;0.884708678;0.906459433;0;0.8;0.6
814;main-forums;answer-answer;2016;1080;4;['i', 'have', 'the', 'same', 'thing'];['i', 'have', 'the', 'exact', 'same', 'problem'];0.796556918;0.884708678;0.906459433;0;0.727272727;0.545454545
815;main-forums;answer-answer;2016;1088;0;['you', 'are', 'on', 'the', 'right', 'path'];"['you', ""'re"", 'right', 'on', 'about', 'the', 'sample', 'definition']";0.628019268;0.105247715;0.104587289;0;0.571428571;0.285714286
816;main-forums;answer-answer;2016;1099;2;['primer/paint', 'will', 'not', 'work'];['nope', 'that', 'will', 'not', 'work'];1;1;1;;0.666666667;0.666666667
817;main-forums;answer-answer;2016;1106;2;['the', 'best', 'thing', 'you', 'can', 'do', 'is', 'to', 'know', 'your', 'stuff'];['the', 'best', 'thing', 'you', 'can', 'do', 'is', 'find', 'something', 'else', 'interesting', 'to', 'do', 'while', 'you', 'wait', 'on', 'hold'];0.782277887;0.850012354;0.842694646;;0.551724138;0.413793103
818;main-forums;answer-answer;2016;1107;5;"['it', ""'s"", 'also', 'a', 'matter', 'of', 'taste']";"['it', ""'s"", 'mostly', 'a', 'matter', 'of', 'taste']";0.8;0.489200329;0.666666667;;0.857142857;0.571428571
819;main-forums;answer-answer;2016;1111;2;['i', 'was', 'in', 'a', 'similar', 'situation'];['personally', 'when', 'i', 'was', 'in', 'a', 'similar', 'situation', 'i', 'sent', 'the', 'couple', 'a', 'card', 'and', 'a', 'gift'];0.84329529;0.767184756;0.816496581;;0.52173913;0.782608696
820;main-forums;answer-answer;2016;1127;3;['you', 'can', 'use', 'it', 'too'];['yes', 'you', 'can', 'do', 'it'];0.666879917;0.348884148;0.546497977;;0.6;0.4
821;main-forums;answer-answer;2016;1135;4;['you', 'have', 'to', 'decide', 'what', 'you', 'want', 'to', 'get', 'out', 'of', 'this'];['you', 'have', 'to', 'find', 'out', 'what', 'works', 'for', 'you'];0.921364161;;;;0.666666667;0.380952381
822;main-forums;answer-answer;2016;1150;1;['it', 'depends', 'on', 'what', 'they', 'are'];"['it', 'depends', 'on', 'how', 'it', ""'s"", 'used']";0.917070056;1;1;;0.461538462;0.615384615
823;main-forums;answer-answer;2016;1153;5;['i', 'had', 'the', 'same', 'problem', 'as', 'you'];['i', 'have', 'just', 'had', 'the', 'same', 'problem'];0.880771012;1;1;;0.714285714;0.714285714
824;main-forums;answer-answer;2016;1156;2;['sometime', 'if', 'you', 'really', 'want', 'it', 'you', 'might', 'need', 'to', 'pay', 'an', 'agency', 'to', 'get', 'the', 'place', 'for', 'you'];['you', 'could', 'probably', 'get', 'a', 'tour', 'agency', 'to', 'do', 'it', 'for', 'you', 'but', 'it', 'would', 'cost', 'you'];0.566227759;0.747144124;0.680749016;;0.5;0.222222222
825;main-forums;answer-answer;2016;1162;1;"['you', 'do', ""n't"", 'need', 'to', 'know', 'everything']";"['they', 'just', 'do', ""n't"", 'want', 'you', 'to', 'know', 'it']";0.840372347;;;;0.625;0.375
826;main-forums;answer-answer;2016;1169;2;['also', 'it', 'is', 'useful', 'to', 'keep', 'the', 'consistency', 'in', 'your', 'story'];['it', 'is', 'important', 'to', 'keep', 'the', 'story', 'in', 'the', 'scope', 'of', 'your', 'limit'];0.708224198;0.834080343;0.846647931;;0.666666667;0.416666667
827;main-forums;answer-answer;2016;1178;1;"['i', 'think', 'it', ""'s"", 'just', 'a', 'habit']";"['i', 'think', 'it', ""'s"", 'a', 'bad', 'idea']";0.7413399;0.909157095;0.989695714;;0.714285714;0.571428571
828;main-forums;answer-answer;2016;1179;4;"['it', ""'s"", 'not', 'a', 'good', 'idea']";"['no', 'it', ""'s"", 'not', 'a', 'good', 'thing']";0.844541206;0.980552547;0.990937656;;0.769230769;0.615384615
829;main-forums;answer-answer;2016;1196;5;"['i', ""'m"", 'thinking', 'it', ""'s"", 'a', 'bad', 'idea']";"['i', 'think', 'it', ""'s"", 'a', 'bad', 'idea']";1;1;1;;0.8;0.8
830;main-forums;answer-answer;2016;1197;1;['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'do', 'next', 'and', 'where', 'you', 'want', 'to', 'do', 'it'];['you', 'need', 'to', 'pick', 'how', 'and', 'where', 'you', 'want', 'to', 'place', 'your', 'foot', 'and', 'do', 'it'];0.72025967;0.561737374;0.707106781;;0.75;0.5
831;main-forums;answer-answer;2016;1199;4;['you', 'have', 'a', 'problem'];['this', 'is', 'a', 'big', 'problem'];0.745643719;0.886531119;0.816496581;;0.444444444;0.444444444
832;main-forums;answer-answer;2016;1205;2;['unfortunately', 'the', 'answer', 'to', 'your', 'question', 'is', 'we', 'simply', 'do', 'not', 'know'];['if', 'the', 'conversation', 'is', 'not', 'about', 'work', 'you', 'know', 'what', 'the', 'answer', 'is', 'to', 'your', 'own', 'question'];0.762003482;0.26482586;0.577350269;;0.551724138;0.482758621
833;main-forums;answer-answer;2016;1209;4;['unfortunately', 'this', 'question', 'can', 'not', 'be', 'answered', 'in', 'its', 'full', 'generality'];['this', 'can', 'not', 'be', 'answered', 'in', 'general'];0.748456311;0.542236865;0.632455532;;0.666666667;0.555555556
834;main-forums;answer-answer;2016;1216;2;['i', 'would', 'personally', 'beware', 'of', 'the', 'motley', 'fool'];['i', 'would', 'recommend', 'looking', 'at', 'the', 'motley', 'fool'];0.736125395;0;0;0;0.625;0.375
835;main-forums;answer-answer;2016;1218;4;"['i', 'think', 'there', 'is', ""n't"", 'a', 'general', 'answer']";"['i', 'do', ""n't"", 'think', 'there', 'is', 'a', 'single', 'definition']";0.930519948;0.819780784;0.939341212;;0.705882353;0.823529412
836;main-forums;answer-answer;2016;1223;5;"['it', ""'s"", 'not', 'a', 'good', 'idea']";['not', 'a', 'good', 'idea'];0.928476691;0.998401024;0.991708711;;0.8;0.8
837;main-forums;answer-answer;2016;1225;0;"['you', 'do', ""n't"", 'need', 'any', 'visa']";"['you', 'do', ""n't"", 'have', 'to', 'worry']";0.581330082;;;;0.5;0.166666667
838;main-forums;answer-answer;2016;1228;0;['you', 'have', 'to', 'decide', 'what', 'you', 'want', 'to', 'get', 'out', 'of', 'this'];"['you', ""'re"", 'probably', 'going', 'to', 'have', 'to', 'read', 'various', 'blogs', 'to', 'get', 'all', 'the', 'information', 'you', 'want']";0.712526745;0;0;0;0.482758621;0.413793103
839;main-forums;answer-answer;2016;1244;5;['i', 'had', 'the', 'same', 'problem', 'as', 'you'];['i', 'have', 'exactly', 'the', 'same', 'problem'];0.880771012;0.543023824;0.5;;0.615384615;0.615384615
840;main-forums;answer-answer;2016;1250;4;['my', 'answer', 'to', 'your', 'question', 'is', 'probably', 'not'];['the', 'answer', 'to', 'your', 'question', 'is', 'not', 'really'];0.8;0.422798913;0.666666667;;0.75;0.5
841;main-forums;answer-answer;2016;1265;1;['you', 'should', 'do', 'it'];['you', 'should', 'never', 'do', 'it'];0.816496581;0.422617161;0.707106781;;0.888888889;0.444444444
842;main-forums;answer-answer;2016;1267;4;['i', 'had', 'the', 'same', 'problem', 'as', 'you'];['i', 'had', 'the', 'same', 'issue'];0.833445183;0.662331913;0.707106781;;0.666666667;0.5
843;main-forums;answer-answer;2016;1305;4;['hope', 'this', 'is', 'what', 'you', 'are', 'looking', 'for'];"['is', 'this', 'the', 'kind', 'of', 'thing', 'you', ""'re"", 'looking', 'for']";0.825598966;0.451109764;0.707106781;;0.555555556;0.333333333
844;main-forums;answer-answer;2016;1306;5;['there', 'are', 'two', 'things', 'to', 'consider', ':'];['i', 'think', 'there', 'are', 'two', 'important', 'things', 'to', 'consider', ':'];0.90578946;1;1;;0.823529412;0.705882353
845;main-forums;answer-answer;2016;1326;5;"['it', ""'s"", 'pretty', 'much', 'up', 'to', 'you']";['it', 'is', 'up', 'to', 'you'];0.687344469;0.662681453;0.707106781;;0.666666667;0.333333333
846;main-forums;answer-answer;2016;1327;4;['there', 'are', 'a', 'few', 'things', 'you', 'can', 'do', ':'];['there', 'are', 'a', 'few', 'things', 'you', 'need', 'to', 'consider', ':'];0.88301662;0.747218029;0.816496581;;0.736842105;0.526315789
847;main-forums;answer-answer;2016;1335;1;['the', 'answer', 'to', 'this', 'and', 'all', 'such', 'similar', 'questions', 'is', 'in', 'two', 'stages', ':'];['the', 'answer', 'to', 'both', 'questions', 'is', ':', 'yes'];0.539109963;0.578452384;0.707106781;;0.545454545;0.272727273
848;main-forums;answer-answer;2016;1356;0;['it', 'is', 'impossible', 'to', 'answer', 'this', 'question', 'without', 'a', 'form', 'check'];['this', 'is', 'a', 'part', 'answer', 'to', 'your', 'question'];0.829031501;0.877166045;0.863427809;;0.631578947;0.421052632
