;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;vectorial_components;vector1_liu_path;vector2_liu_path;vector1_liu_res;vector2_liu_res;vector1_liu_lin;vector2_liu_lin;vector1_liu_jcn;vector2_liu_jcn;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
648;main-forums;answer-answer;2016;0142;4;['the', 'rule', '-', 'when', 'in', 'doubt', 'throw', 'it', 'out'];['i', 'always', 'go', 'by', 'the', 'rule', 'when', 'in', 'doubt', 'throw', 'it', 'out'];[('the', 'DT'), ('rule', 'NN'), ('-', ':'), ('when', 'WRB'), ('in', 'IN'), ('doubt', 'NN'), ('throw', 'VB'), ('it', 'PRP'), ('out', 'RP')];[('i', 'NN'), ('always', 'RB'), ('go', 'VB'), ('by', 'IN'), ('the', 'DT'), ('rule', 'NN'), ('when', 'WRB'), ('in', 'IN'), ('doubt', 'NN'), ('throw', 'VB'), ('it', 'PRP'), ('out', 'RP')];[('rule', 'NN'), ('-', ':'), ('when', 'WRB'), ('in', 'IN'), ('doubt', 'NN'), ('throw', 'VB'), ('it', 'PRP'), ('out', 'RP')];[('i', 'NN'), ('always', 'RB'), ('go', 'VB'), ('by', 'IN'), ('rule', 'NN'), ('when', 'WRB'), ('in', 'IN'), ('doubt', 'NN'), ('throw', 'VB'), ('it', 'PRP'), ('out', 'RP')];['rule', '-', 'when', 'in', 'doubt', 'throw', 'it', 'out'];['i', 'always', 'go', 'by', 'rule', 'when', 'in', 'doubt', 'throw', 'it', 'out'];rule - when in doubt throw it out;i always go by rule when in doubt throw it out;['-', 'always', 'by', 'doubt', 'go', 'i', 'in', 'it', 'out', 'rule', 'throw', 'when'];[0, 0, 0, 1.0, 0.3333333333333333, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 0];[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0];[0, 0, 0, 0, 0, 0, 0, 3.456424903193194, 0, 0, 0, 0];[0, 8.858655491848774, 3.788516652286683, 0, 0, 0, 0, 3.456424903193194, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0];[0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];0.8378691705192624;0.3376737000068057;0.5773502691896258;0.5773502691896258;0.7368421052631579;0.631578947368421
649;main-forums;answer-answer;2016;0155;4;['this', 'is', 'not', 'a', 'good', 'idea'];['this', 'sound', 'like', 'a', 'very', 'bad', 'idea'];[('this', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('idea', 'NN')];[('this', 'DT'), ('sound', 'NN'), ('like', 'IN'), ('a', 'DT'), ('very', 'RB'), ('bad', 'JJ'), ('idea', 'NN')];[('is', 'VBZ'), ('not', 'RB'), ('good', 'JJ'), ('idea', 'NN')];[('sound', 'NN'), ('like', 'IN'), ('very', 'RB'), ('bad', 'JJ'), ('idea', 'NN')];['is', 'not', 'good', 'idea'];['sound', 'like', 'very', 'bad', 'idea'];is not good idea;sound like very bad idea;['bad', 'good', 'idea', 'is', 'like', 'not', 'sound', 'very'];[0.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0];[1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0, 1.0, 1.0];[0, 0, 7.348903312548369, 4.1719655987060005, 0, 2.0181089625600874, 0, 0];[0, 0, 7.348903312548369, 0, 0, 0, 0, 0];[0, 0, 1.0, 1.0, 0, 1.0, 0, 0];[0, 0, 1.0, 0, 0, 0, 0, 0];[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7080635318837939;0.845850894567134;0.5773502691896258;0.5773502691896258;0.2222222222222222;0.4444444444444444
650;main-forums;answer-answer;2016;0159;3;['yes', 'it', 'probably', 'a', 'good', 'idea', 'to', 'renew', 'your', 'passport'];['it', 'a', 'good', 'idea'];[('yes', 'NNS'), ('it', 'PRP'), ('probably', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('idea', 'NN'), ('to', 'TO'), ('renew', 'VB'), ('your', 'PRP$'), ('passport', 'NN')];[('it', 'PRP'), ('a', 'DT'), ('good', 'JJ'), ('idea', 'NN')];[('yes', 'NNS'), ('it', 'PRP'), ('probably', 'RB'), ('good', 'JJ'), ('idea', 'NN'), ('to', 'TO'), ('renew', 'VB'), ('your', 'PRP$'), ('passport', 'NN')];[('it', 'PRP'), ('good', 'JJ'), ('idea', 'NN')];['yes', 'it', 'probably', 'good', 'idea', 'to', 'renew', 'your', 'passport'];['it', 'good', 'idea'];yes it probably good idea to renew your passport;it good idea;['good', 'idea', 'it', 'passport', 'probably', 'renew', 'to', 'yes', 'your'];[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0];[1.0, 1.0, 1.0, 0.25, 0, 0.2, 0, 0.08333333333333333, 0];[0, 7.348903312548369, 3.456424903193194, 10.272064893267526, 5.3774154025130825, 8.88409463771456, 0, 5.6470920799832545, 0];[0, 7.348903312548369, 3.456424903193194, 2.858825105458438, 0, 0, 0, 2.858825105458438, 0];[0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0];[0, 1.0, 1.0, 0.3309070129600088, 0, 0, 0, 0.442959742809959, 0];[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0];[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7573457447863031;0.696487893131671;0.7457742201234425;0.5773502691896258;0.5;0.5
651;main-forums;answer-answer;2016;0175;4;['it', 'probably', 'depends', 'on', 'the', 'cut', 'of', 'meat'];['it', 'depends', 'on', 'the', 'meat', 'and', 'how', 'it', 'cut'];[('it', 'PRP'), ('probably', 'RB'), ('depends', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('cut', 'NN'), ('of', 'IN'), ('meat', 'NN')];[('it', 'PRP'), ('depends', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('meat', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('it', 'PRP'), ('cut', 'VBD')];[('it', 'PRP'), ('probably', 'RB'), ('depends', 'VBZ'), ('on', 'IN'), ('cut', 'NN'), ('of', 'IN'), ('meat', 'NN')];[('it', 'PRP'), ('depends', 'VBZ'), ('on', 'IN'), ('meat', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('it', 'PRP'), ('cut', 'VBD')];['it', 'probably', 'depends', 'on', 'cut', 'of', 'meat'];['it', 'depends', 'on', 'meat', 'and', 'how', 'it', 'cut'];it probably depends on cut of meat;it depends on meat and how it cut;['and', 'cut', 'depends', 'how', 'it', 'meat', 'of', 'on', 'probably'];[0, 1.0, 1.0, 0, 1.0, 1.0, 0, 1.0, 1.0];[0, 1.0, 1.0, 0, 1.0, 1.0, 0, 1.0, 0];[0, 0, 5.443676542899122, 0, 3.456424903193194, 7.8741696204691545, 0, 0, 5.3774154025130825];[0, 0, 5.443676542899122, 0, 3.456424903193194, 7.8741696204691545, 0, 0, 0];[0, 0, 1.0, 0, 1.0, 1.0, 0, 0, 1.0];[0, 0, 1.0, 0, 1.0, 1.0, 0, 0, 0];[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0];[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0];0.9128709291752769;0.8841724542232132;0.8660254037844387;0.8660254037844387;0.6666666666666666;0.8
652;main-forums;answer-answer;2016;0184;0;['it', 'not', 'a', 'good', 'idea'];['it', 'a', 'good', 'question'];[('it', 'PRP'), ('not', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('idea', 'NN')];[('it', 'PRP'), ('a', 'DT'), ('good', 'JJ'), ('question', 'NN')];[('it', 'PRP'), ('not', 'RB'), ('good', 'JJ'), ('idea', 'NN')];[('it', 'PRP'), ('good', 'JJ'), ('question', 'NN')];['it', 'not', 'good', 'idea'];['it', 'good', 'question'];it not good idea;it good question;['good', 'idea', 'it', 'not', 'question'];[1.0, 1.0, 1.0, 1.0, 0.25];[1.0, 0.16666666666666666, 1.0, 0, 1.0];[0, 7.348903312548369, 3.456424903193194, 2.0181089625600874, 0];[0, 2.90499768185578, 3.456424903193194, 0, 0];[0, 1.0, 1.0, 1.0, 0];[0, 0.7112482845872737, 1.0, 0, 0];[0.0, 1.0, 1.0, 1.0, 0.0];[0.0, 0.0, 1.0, 0.0, 0.0];0.6890616286058435;0.8812314886793461;0.8051152693840468;0.5773502691896258;0.5714285714285714;0.5714285714285714
653;main-forums;answer-answer;2016;0189;0;['it', 'pretty', 'much', 'up', 'to', 'you'];['it', 'much', 'better', 'to', 'ask'];[('it', 'PRP'), ('pretty', 'RB'), ('much', 'RB'), ('up', 'IN'), ('to', 'TO'), ('you', 'PRP')];[('it', 'PRP'), ('much', 'RB'), ('better', 'RBR'), ('to', 'TO'), ('ask', 'VB')];[('it', 'PRP'), ('pretty', 'RB'), ('much', 'RB'), ('up', 'IN'), ('to', 'TO'), ('you', 'PRP')];[('it', 'PRP'), ('much', 'RB'), ('better', 'RBR'), ('to', 'TO'), ('ask', 'VB')];['it', 'pretty', 'much', 'up', 'to', 'you'];['it', 'much', 'better', 'to', 'ask'];it pretty much up to you;it much better to ask;['ask', 'better', 'it', 'much', 'pretty', 'to', 'up', 'you'];[0.3333333333333333, 0.25, 1.0, 1.0, 1.0, 0, 1.0, 0];[1.0, 1.0, 1.0, 1.0, 0, 0, 0.25, 0];[0, 0, 3.456424903193194, 0, 0, 0, 0, 0];[8.112004254814494, 0, 3.456424903193194, 0, 0, 0, 0, 0];[0, 0, 1.0, 0, 0, 0, 0, 0];[1.0, 0, 1.0, 0, 0, 0, 0, 0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.6880896003377192;0.39198800360502695;0.7071067811865475;0.7071067811865475;0.5454545454545454;0.36363636363636365
654;main-forums;answer-answer;2016;0193;1;['yes', 'there', 'is', 'a', 'reason', 'for', 'it'];['yes', 'that', 'is', 'exactly', 'what', 'it', 'means'];[('yes', 'RB'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('reason', 'NN'), ('for', 'IN'), ('it', 'PRP')];[('yes', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('exactly', 'RB'), ('what', 'WP'), ('it', 'PRP'), ('means', 'VBZ')];[('yes', 'RB'), ('there', 'EX'), ('is', 'VBZ'), ('reason', 'NN'), ('for', 'IN'), ('it', 'PRP')];[('yes', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('exactly', 'RB'), ('what', 'WP'), ('it', 'PRP'), ('means', 'VBZ')];['yes', 'there', 'is', 'reason', 'for', 'it'];['yes', 'that', 'is', 'exactly', 'what', 'it', 'means'];yes there is reason for it;yes that is exactly what it means;['exactly', 'for', 'is', 'it', 'means', 'reason', 'that', 'there', 'what', 'yes'];[0, 0, 1.0, 1.0, 0.3333333333333333, 1.0, 0, 1.0, 0, 1.0];[1.0, 0, 1.0, 1.0, 1.0, 0.25, 0, 0.14285714285714285, 0, 1.0];[0, 0, 4.1719655987060005, 3.456424903193194, 0, 0, 0, 0, 0, 5.6470920799832545];[6.738391955648683, 0, 4.1719655987060005, 3.456424903193194, 0, 0, 0, 0, 0, 5.6470920799832545];[0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0];[1.0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0];[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];0.7310570318591222;0.7577888346550149;0.8660254037844387;0.8660254037844387;0.46153846153846156;0.46153846153846156
655;main-forums;answer-answer;2016;0202;4;['have', 'you', 'tried', 'asking', 'your', 'employees'];['have', 'you', 'tried', 'asking'];[('have', 'VB'), ('you', 'PRP'), ('tried', 'VBN'), ('asking', 'VBG'), ('your', 'PRP$'), ('employees', 'NNS')];[('have', 'VB'), ('you', 'PRP'), ('tried', 'VBN'), ('asking', 'VBG')];[('have', 'VB'), ('you', 'PRP'), ('tried', 'VBN'), ('asking', 'VBG'), ('your', 'PRP$'), ('employees', 'NNS')];[('have', 'VB'), ('you', 'PRP'), ('tried', 'VBN'), ('asking', 'VBG')];['have', 'you', 'tried', 'asking', 'your', 'employees'];['have', 'you', 'tried', 'asking'];have you tried asking your employees;have you tried asking;['asking', 'employees', 'have', 'tried', 'you', 'your'];[1.0, 1.0, 1.0, 1.0, 0, 0];[1.0, 0.25, 1.0, 1.0, 0, 0];[0, 4.99076955916942, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[0, 1.0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[0.0, 1.0, 0.0, 0.0, 0.0, 0.0];[0, 0, 0, 0, 0, 0];0.9285714285714286;;;;0.8;0.6
656;main-forums;answer-answer;2016;0209;5;['you', 'guys', 'are', 'making', 'this', 'all', 'waaaaay', 'too', 'complicated'];['you', 'are', 'making', 'this', 'too', 'complicated'];[('you', 'PRP'), ('guys', 'NNS'), ('are', 'VBP'), ('making', 'VBG'), ('this', 'DT'), ('all', 'DT'), ('waaaaay', 'VBP'), ('too', 'RB'), ('complicated', 'VBN')];[('you', 'PRP'), ('are', 'VBP'), ('making', 'VBG'), ('this', 'DT'), ('too', 'RB'), ('complicated', 'VBN')];[('you', 'PRP'), ('guys', 'NNS'), ('are', 'VBP'), ('making', 'VBG'), ('waaaaay', 'VBP'), ('too', 'RB'), ('complicated', 'VBN')];[('you', 'PRP'), ('are', 'VBP'), ('making', 'VBG'), ('too', 'RB'), ('complicated', 'VBN')];['you', 'guys', 'are', 'making', 'waaaaay', 'too', 'complicated'];['you', 'are', 'making', 'too', 'complicated'];you guys are making waaaaay too complicated;you are making too complicated;['are', 'complicated', 'guys', 'making', 'too', 'waaaaay', 'you'];[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0];[1.0, 1.0, 0.2, 1.0, 1.0, 0, 0];[0, 0, 0, 0, 5.639779666980574, 0, 0];[0, 0, 0, 0, 5.639779666980574, 0, 0];[0, 0, 0, 0, 1.0, 0, 0];[0, 0, 0, 0, 1.0, 0, 0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.9344877349289681;1.0;1.0;1.0;0.8333333333333334;0.6666666666666666
657;main-forums;answer-answer;2016;0212;2;['you', 'do', 'not', 'have', 'to', 'know'];['you', 'have', 'no', 'need', 'to', 'do', 'anything'];[('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('to', 'TO'), ('know', 'VB')];[('you', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('need', 'NN'), ('to', 'TO'), ('do', 'VB'), ('anything', 'NN')];[('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('to', 'TO'), ('know', 'VB')];[('you', 'PRP'), ('have', 'VBP'), ('need', 'NN'), ('to', 'TO'), ('do', 'VB'), ('anything', 'NN')];['you', 'do', 'not', 'have', 'to', 'know'];['you', 'have', 'need', 'to', 'do', 'anything'];you do not have to know;you have need to do anything;['anything', 'do', 'have', 'know', 'need', 'not', 'to', 'you'];[0, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0, 0];[0, 1.0, 1.0, 0.5, 1.0, 0, 0, 0];[0, 0, 0, 0, 0, 2.0181089625600874, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1.0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];[0, 0, 0, 0, 0, 0, 0, 0];0.7751332793988406;;;;0.6666666666666666;0.3333333333333333
658;main-forums;answer-answer;2016;0215;4;['there', 'are', 'two', 'things', 'to', 'consider'];['there', 'are', 'two', 'possible', 'causes', 'for', 'this'];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('things', 'NNS'), ('to', 'TO'), ('consider', 'VB')];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('possible', 'JJ'), ('causes', 'NNS'), ('for', 'IN'), ('this', 'DT')];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('things', 'NNS'), ('to', 'TO'), ('consider', 'VB')];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('possible', 'JJ'), ('causes', 'NNS'), ('for', 'IN')];['there', 'are', 'two', 'things', 'to', 'consider'];['there', 'are', 'two', 'possible', 'causes', 'for'];there are two things to consider;there are two possible causes for;['are', 'causes', 'consider', 'for', 'possible', 'there', 'things', 'to', 'two'];[1.0, 0.3333333333333333, 1.0, 0, 0.16666666666666666, 1.0, 1.0, 0, 1.0];[1.0, 1.0, 0.3333333333333333, 0, 1.0, 1.0, 0.3333333333333333, 0, 1.0];[0, 0, 8.510234869021724, 0, 0, 0, 8.560348131713006, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 1.0, 0, 0, 0, 1.0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];[0, 0, 0, 0, 0, 0, 0, 0, 0];0.8043155595063077;;;;0.5;0.5
659;main-forums;answer-answer;2016;0227;0;['work', 'into', 'it', 'slowly'];['it', 'seems', 'to', 'work'];[('work', 'NN'), ('into', 'IN'), ('it', 'PRP'), ('slowly', 'RB')];[('it', 'PRP'), ('seems', 'VBZ'), ('to', 'TO'), ('work', 'VB')];[('work', 'NN'), ('into', 'IN'), ('it', 'PRP'), ('slowly', 'RB')];[('it', 'PRP'), ('seems', 'VBZ'), ('to', 'TO'), ('work', 'VB')];['work', 'into', 'it', 'slowly'];['it', 'seems', 'to', 'work'];work into it slowly;it seems to work;['into', 'it', 'seems', 'slowly', 'to', 'work'];[0, 1.0, 0.3333333333333333, 1.0, 0, 1.0];[0, 1.0, 1.0, 0, 0, 1.0];[0, 3.456424903193194, 0, 6.84375247130651, 0, 0];[0, 3.456424903193194, 8.989455153372385, 0, 0, 0];[0, 1.0, 0, 1.0, 0, 0];[0, 1.0, 1.0, 0, 0, 0];[0.0, 1.0, 0.0, 1.0, 0.0, 0.0];[0.0, 1.0, 1.0, 0.0, 0.0, 0.0];0.7637626158259733;0.16178996588918237;0.49999999999999994;0.49999999999999994;0.5;0.5
660;main-forums;answer-answer;2016;0232;2;['you', 'can', 'buy', 'it', 'on', 'amazon', 'for', '$', '5'];['you', 'can', 'buy', 'it', 'on', 'ebay', 'for', '$', '25', 'and', 'up'];[('you', 'PRP'), ('can', 'MD'), ('buy', 'VB'), ('it', 'PRP'), ('on', 'IN'), ('amazon', 'NN'), ('for', 'IN'), ('$', '$'), ('5', 'CD')];[('you', 'PRP'), ('can', 'MD'), ('buy', 'VB'), ('it', 'PRP'), ('on', 'IN'), ('ebay', 'NN'), ('for', 'IN'), ('$', '$'), ('25', 'CD'), ('and', 'CC'), ('up', 'RB')];[('you', 'PRP'), ('can', 'MD'), ('buy', 'VB'), ('it', 'PRP'), ('on', 'IN'), ('amazon', 'NN'), ('for', 'IN'), ('$', '$'), ('5', 'CD')];[('you', 'PRP'), ('can', 'MD'), ('buy', 'VB'), ('it', 'PRP'), ('on', 'IN'), ('ebay', 'NN'), ('for', 'IN'), ('$', '$'), ('25', 'CD'), ('and', 'CC'), ('up', 'RB')];['you', 'can', 'buy', 'it', 'on', 'amazon', 'for', '$', '5'];['you', 'can', 'buy', 'it', 'on', 'ebay', 'for', '$', '25', 'and', 'up'];you can buy it on amazon for $ 5;you can buy it on ebay for $ 25 and up;['$', '25', '5', 'amazon', 'and', 'buy', 'can', 'ebay', 'for', 'it', 'on', 'up', 'you'];[0, 0.2, 1.0, 1.0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0.2, 0];[0, 1.0, 0.2, 0.125, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 0];[0, 0, 0, 9.86659978515936, 0, 0, 0, 0, 0, 3.456424903193194, 0, 0, 0];[0, 0, 0, 2.6424409503554283, 0, 0, 0, 0, 0, 3.456424903193194, 0, 0, 0];[0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0];[0, 0, 0, 0.39667282950628185, 0, 0, 0, 0, 0, 1.0, 0, 0, 0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];0.7787006488733033;0.8358467887979923;0.9180100882032588;0.7071067811865475;0.7;0.4
661;main-forums;answer-answer;2016;0236;1;['the', 'coffee', 'simply', 'picks', 'up', 'the', 'aluminum', 'from', 'the', 'pot', 'as', 'the', 'coffee', 'is', 'acidic'];['one', 'idea', 'is', 'cleaning', 'the', 'coffee', 'residue', 'from', 'the', 'coffee', 'pot'];[('the', 'DT'), ('coffee', 'NN'), ('simply', 'RB'), ('picks', 'VBZ'), ('up', 'RP'), ('the', 'DT'), ('aluminum', 'NN'), ('from', 'IN'), ('the', 'DT'), ('pot', 'NN'), ('as', 'IN'), ('the', 'DT'), ('coffee', 'NN'), ('is', 'VBZ'), ('acidic', 'JJ')];[('one', 'CD'), ('idea', 'NN'), ('is', 'VBZ'), ('cleaning', 'VBG'), ('the', 'DT'), ('coffee', 'NN'), ('residue', 'NN'), ('from', 'IN'), ('the', 'DT'), ('coffee', 'NN'), ('pot', 'NN')];[('coffee', 'NN'), ('simply', 'RB'), ('picks', 'VBZ'), ('up', 'RP'), ('aluminum', 'NN'), ('from', 'IN'), ('pot', 'NN'), ('as', 'IN'), ('coffee', 'NN'), ('is', 'VBZ'), ('acidic', 'JJ')];[('one', 'CD'), ('idea', 'NN'), ('is', 'VBZ'), ('cleaning', 'VBG'), ('coffee', 'NN'), ('residue', 'NN'), ('from', 'IN'), ('coffee', 'NN'), ('pot', 'NN')];['coffee', 'simply', 'picks', 'up', 'aluminum', 'from', 'pot', 'as', 'coffee', 'is', 'acidic'];['one', 'idea', 'is', 'cleaning', 'coffee', 'residue', 'from', 'coffee', 'pot'];coffee simply picks up aluminum from pot as coffee is acidic;one idea is cleaning coffee residue from coffee pot;['acidic', 'aluminum', 'as', 'cleaning', 'coffee', 'from', 'idea', 'is', 'one', 'picks', 'pot', 'residue', 'simply', 'up'];[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0.16666666666666666, 1.0, 0.1111111111111111, 1.0, 1.0, 0.2, 1.0, 1.0];[0, 0.16666666666666666, 0.2, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0.25];[0, 7.920689636104048, 0, 0, 8.257161872725261, 0, 0.6207873468359334, 4.1719655987060005, 0, 0, 0, 2.8063087139626517, 7.0260740281004646, 0];[0, 2.873307758060101, 0, 0, 8.257161872725261, 0, 7.348903312548369, 4.1719655987060005, 0, 0, 0, 9.86659978515936, 0, 0];[0, 1.0, 0, 0, 1.0, 0, 0.09828031256769827, 1.0, 0, 0, 0, 0.3363129014559868, 1.0, 0];[0, 0.3552149995309265, 0, 0, 1.0, 0, 1.0, 1.0, 0, 0, 0, 1.0, 0, 0];[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.6732068168075537;0.625650750383725;0.6764038553881992;0.5;0.5;0.7
662;main-forums;answer-answer;2016;0239;0;['there', 'are', 'two', 'ways', 'to', 'start', 'with', 'plunging', 'and', 'dripping'];['there', 'are', 'two', 'traditional', 'ways', 'to', 'bend', 'wood'];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('ways', 'NNS'), ('to', 'TO'), ('start', 'VB'), ('with', 'IN'), ('plunging', 'NN'), ('and', 'CC'), ('dripping', 'NN')];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('traditional', 'JJ'), ('ways', 'NNS'), ('to', 'TO'), ('bend', 'VB'), ('wood', 'NN')];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('ways', 'NNS'), ('to', 'TO'), ('start', 'VB'), ('with', 'IN'), ('plunging', 'NN'), ('and', 'CC'), ('dripping', 'NN')];[('there', 'EX'), ('are', 'VBP'), ('two', 'CD'), ('traditional', 'JJ'), ('ways', 'NNS'), ('to', 'TO'), ('bend', 'VB'), ('wood', 'NN')];['there', 'are', 'two', 'ways', 'to', 'start', 'with', 'plunging', 'and', 'dripping'];['there', 'are', 'two', 'traditional', 'ways', 'to', 'bend', 'wood'];there are two ways to start with plunging and dripping;there are two traditional ways to bend wood;['and', 'are', 'bend', 'dripping', 'plunging', 'start', 'there', 'to', 'traditional', 'two', 'ways', 'with', 'wood'];[0, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0.14285714285714285];[0, 1.0, 1.0, 0.2, 0.3333333333333333, 0.5, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0];[0, 0, 0, 0, 10.781214622600439, 0, 0, 0, 0, 0, 10.352107600941062, 0, 2.499181111704713];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.352107600941062, 0, 9.688918607921908];[0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0.31349389884836615];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 1.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0];0.7583585228194666;0.6114461858219571;0.6411822696464411;0.49999999999999994;0.5555555555555556;0.4444444444444444
